Date,Open,High,Low,Close,Adj Close,Volume
2021-07-19,158.149994,158.820007,156.600006,157.869995,156.132538,7377100
2021-07-20,157.259995,160.429993,156.580002,159.740005,157.981995,4629200
2021-07-21,160.500000,161.429993,160.009995,161.080002,159.307220,5393100
2021-07-22,161.110001,163.750000,160.929993,163.679993,161.878616,4851500
2021-07-23,164.350006,166.449997,163.729996,166.360001,164.529114,4217700
2021-07-26,165.710007,166.529999,163.820007,165.089996,163.273087,3858800
2021-07-27,164.820007,165.610001,162.580002,164.570007,162.758835,4359000
2021-07-28,164.490005,165.899994,164.080002,165.460007,163.639038,4093600
2021-07-29,165.899994,167.029999,165.389999,166.990005,165.152191,3605600
2021-07-30,166.589996,167.869995,166.350006,167.509995,165.666458,5364400
2021-08-02,169.059998,169.979996,168.029999,168.750000,166.892807,5532500
2021-08-03,169.220001,171.500000,168.490005,171.229996,169.345535,5718100
2021-08-04,171.360001,172.339996,170.960007,171.910004,170.018051,4646200
2021-08-05,171.410004,174.000000,171.179993,173.850006,171.936707,3824000
2021-08-06,174.360001,174.380005,172.699997,172.800003,170.898254,4088700
2021-08-09,172.500000,173.059998,171.619995,171.770004,169.879593,3612800
2021-08-10,171.559998,173.960007,171.429993,172.270004,170.374084,3747100
2021-08-11,172.000000,173.220001,170.940002,171.270004,169.385071,4078300
2021-08-12,170.889999,171.320007,169.479996,170.639999,168.762024,3997100
2021-08-13,170.449997,171.720001,168.779999,171.690002,169.800476,2966200
2021-08-16,170.699997,172.399994,169.660004,172.360001,170.463104,3530200
2021-08-17,171.539993,171.699997,169.380005,170.660004,168.781799,3602900
2021-08-18,169.750000,171.800003,168.660004,168.809998,166.952164,5487400
2021-08-19,166.960007,167.539993,164.369995,165.589996,163.767593,7336300
2021-08-20,166.270004,168.009995,165.419998,167.789993,165.943375,4039100
2021-08-23,169.449997,170.899994,169.179993,169.720001,167.852142,3796500
2021-08-24,169.600006,170.869995,168.889999,169.979996,168.109268,3133100
2021-08-25,170.000000,170.690002,169.529999,169.839996,167.970825,3003800
2021-08-26,169.380005,169.520004,166.270004,166.919998,165.082962,4069600
2021-08-27,167.270004,168.070007,166.279999,167.580002,166.009201,3012400
2021-08-30,167.889999,168.410004,166.570007,168.029999,166.454956,3537100
2021-08-31,167.550003,167.679993,164.199997,164.740005,163.195801,7545600
2021-09-01,164.919998,166.619995,164.080002,164.559998,163.017487,4706500
2021-09-02,165.240005,165.429993,162.789993,163.669998,162.135834,4632100
2021-09-03,163.199997,164.169998,162.220001,163.289993,161.759384,4254500
2021-09-07,163.699997,163.860001,161.910004,162.639999,161.115494,5648800
2021-09-08,162.000000,162.089996,159.750000,160.710007,159.203583,6591700
2021-09-09,165.259995,166.149994,163.199997,163.339996,161.808929,8414800
2021-09-10,164.250000,165.660004,163.440002,163.589996,162.056580,4252100
2021-09-13,161.559998,162.919998,158.330002,159.520004,158.024750,8814500
2021-09-14,159.169998,159.389999,157.070007,158.759995,157.271866,5323900
2021-09-15,157.500000,158.320007,155.669998,157.910004,156.429825,6827100
2021-09-16,157.589996,159.009995,157.199997,157.600006,156.122742,5085900
2021-09-17,157.960007,161.000000,156.070007,156.419998,154.953812,7944800
2021-09-20,153.729996,155.270004,152.320007,154.250000,152.804123,7041200
2021-09-21,155.089996,156.130005,153.580002,155.020004,153.566925,5857900
2021-09-22,156.789993,158.000000,155.600006,157.440002,155.964233,6844800
2021-09-23,158.710007,160.289993,158.270004,159.580002,158.084167,11981500
2021-09-24,151.039993,151.850006,148.000000,149.589996,148.187820,26913300
2021-09-27,149.509995,149.910004,147.289993,148.039993,146.652344,11479300
2021-09-28,147.339996,147.529999,145.000000,145.300003,143.938049,10692300
2021-09-29,145.710007,147.940002,145.690002,146.020004,144.651291,7794900
2021-09-30,145.880005,147.479996,144.419998,145.229996,143.868683,10133600
2021-10-01,145.220001,148.000000,144.369995,147.059998,145.681519,8112300
2021-10-04,147.059998,147.619995,145.759995,147.139999,145.760773,7951000
2021-10-05,148.000000,151.000000,147.820007,149.460007,148.059036,10881900
2021-10-06,148.000000,149.460007,147.509995,148.800003,147.405228,7610700
2021-10-07,150.300003,153.660004,150.259995,151.850006,150.426636,7958000
2021-10-08,152.220001,152.869995,150.669998,152.479996,151.050735,6333700
2021-10-11,151.990005,153.589996,150.059998,150.279999,148.871368,5551200
2021-10-12,152.419998,153.600006,151.300003,153.350006,151.912582,7408600
2021-10-13,154.320007,156.669998,153.160004,156.300003,154.834930,8456300
2021-10-14,158.179993,158.460007,156.250000,157.139999,155.667038,6024500
2021-10-15,157.800003,158.330002,156.559998,158.009995,156.528900,5532100
2021-10-18,157.309998,159.470001,155.949997,159.429993,157.935577,5765300
2021-10-19,159.679993,159.929993,156.800003,157.820007,156.340683,6198200
2021-10-20,158.500000,158.800003,157.320007,158.449997,156.964752,4487000
2021-10-21,158.449997,162.339996,158.279999,162.179993,160.659805,6121700
2021-10-22,162.279999,164.619995,162.279999,163.479996,161.947617,5323000
2021-10-25,163.229996,164.729996,162.660004,164.220001,162.680695,3878200
2021-10-26,164.820007,165.449997,163.119995,163.789993,162.254715,4711200
2021-10-27,163.649994,164.059998,161.660004,162.350006,160.828217,4163900
2021-10-28,163.009995,164.600006,162.809998,164.460007,162.918442,3762000
2021-10-29,163.059998,167.630005,163.000000,167.289993,165.721909,6740600
2021-11-01,167.800003,168.800003,165.889999,166.330002,164.770905,3610800
2021-11-02,166.759995,168.160004,166.110001,167.830002,166.256851,5038000
2021-11-03,169.000000,172.869995,168.649994,172.500000,170.883072,7176700
2021-11-04,172.210007,175.630005,172.000000,175.440002,173.795532,5460100
2021-11-05,175.729996,179.100006,175.500000,177.509995,175.846100,5892200
2021-11-08,176.350006,176.539993,170.360001,171.850006,170.239166,8301100
2021-11-09,171.250000,173.929993,170.949997,173.820007,172.190720,4343000
2021-11-10,171.229996,172.169998,167.550003,168.259995,166.682816,8185200
2021-11-11,169.600006,169.600006,166.630005,166.970001,165.404922,4994900
2021-11-12,167.500000,169.679993,167.399994,169.089996,167.505035,5126300
2021-11-15,169.699997,170.360001,168.520004,168.850006,167.267303,3856700
2021-11-16,169.250000,174.000000,169.250000,171.830002,170.219345,4401000
2021-11-17,171.600006,172.740005,170.250000,171.740005,170.130203,3940200
2021-11-18,172.330002,173.460007,170.360001,171.350006,169.743866,4044200
2021-11-19,172.149994,177.199997,170.529999,174.880005,173.240753,6145600
2021-11-22,174.979996,177.750000,174.229996,174.240005,172.606781,5906400
2021-11-23,173.050003,173.429993,170.410004,172.149994,170.536362,5302100
2021-11-24,168.490005,172.429993,167.669998,172.029999,170.417496,4637600
2021-11-26,168.059998,169.679993,167.539993,168.020004,166.445084,4751100
2021-11-29,169.830002,171.149994,169.229996,169.869995,168.277725,5448700
2021-11-30,168.789993,171.550003,167.529999,169.240005,167.653641,11033700
2021-12-01,170.889999,173.369995,166.679993,166.699997,165.137436,6618200
2021-12-02,167.279999,170.550003,167.000000,170.000000,168.406494,4398900
2021-12-03,170.619995,172.070007,166.759995,170.240005,168.947372,4878500
2021-12-06,170.830002,171.210007,168.059998,168.910004,167.627457,5636900
2021-12-07,171.110001,173.350006,170.399994,171.289993,169.989395,5898700
2021-12-08,171.220001,171.789993,169.839996,170.250000,168.957291,5614400
2021-12-09,169.289993,171.169998,167.990005,168.100006,166.823624,5171600
2021-12-10,168.500000,170.240005,167.330002,169.059998,167.776321,4791100
2021-12-13,168.809998,169.389999,165.259995,166.839996,165.573181,5972300
2021-12-14,166.289993,167.080002,164.210007,165.399994,164.144104,4872200
2021-12-15,165.000000,165.669998,161.820007,163.899994,162.655502,7144600
2021-12-16,162.699997,165.940002,162.529999,162.720001,161.484467,7138100
2021-12-17,161.630005,162.860001,160.550003,161.360001,160.134796,7705100
2021-12-20,159.339996,159.600006,155.470001,156.979996,155.788040,8411900
2021-12-21,166.690002,171.190002,164.710007,166.630005,165.364777,13862900
2021-12-22,167.240005,169.000000,164.089996,165.440002,164.183823,5811300
2021-12-23,166.250000,167.160004,165.440002,165.669998,164.412079,3876900
2021-12-27,166.520004,167.690002,165.479996,167.580002,166.307571,3769300
2021-12-28,167.800003,168.250000,166.300003,166.419998,165.156387,2658600
2021-12-29,167.070007,169.800003,166.600006,168.779999,167.498444,3830900
2021-12-30,168.309998,170.119995,167.199997,167.490005,166.218262,2666800
2021-12-31,167.559998,167.720001,166.210007,166.669998,165.404465,2752000
2022-01-03,167.529999,167.910004,163.309998,164.669998,163.419662,5670500
2022-01-04,165.880005,167.179993,165.000000,166.389999,165.126587,6064200
2022-01-05,166.490005,167.009995,162.100006,162.250000,161.018036,5021000
2022-01-06,162.089996,163.190002,159.059998,161.039993,159.817215,4144600
2022-01-07,160.770004,161.139999,156.860001,156.970001,155.778137,5108000
2022-01-10,150.520004,151.330002,148.779999,150.440002,149.297714,10439000
2022-01-11,150.479996,150.839996,147.600006,150.300003,149.158783,8175400
2022-01-12,152.130005,153.460007,150.740005,152.210007,151.054276,6351200
2022-01-13,153.199997,153.600006,149.020004,149.589996,148.454163,4990900
2022-01-14,148.389999,148.839996,146.850006,148.179993,147.054855,6030500
2022-01-18,148.059998,148.830002,146.300003,146.949997,145.834213,6931000
2022-01-19,147.759995,149.100006,145.020004,145.110001,144.008179,4823800
2022-01-20,145.460007,147.380005,142.500000,142.729996,141.646240,5366500
2022-01-21,144.320007,146.360001,142.850006,142.949997,141.864563,7553400
2022-01-24,140.809998,146.309998,139.559998,146.000000,144.891403,9733200
2022-01-25,144.970001,147.960007,142.509995,145.479996,144.375351,8195400
2022-01-26,147.779999,148.970001,142.729996,143.990005,142.896683,7444600
2022-01-27,144.990005,147.350006,143.580002,144.639999,143.541733,6396400
2022-01-28,144.119995,146.029999,140.610001,145.910004,144.802109,6130200
2022-01-31,146.270004,148.179993,145.220001,148.070007,146.945709,6932200
2022-02-01,149.500000,149.679993,146.800003,148.220001,147.094574,6695000
2022-02-02,148.350006,149.460007,147.529999,148.710007,147.580841,5491700
2022-02-03,147.399994,148.460007,144.970001,145.309998,144.206650,5240200
2022-02-04,145.369995,146.479996,143.639999,145.389999,144.286041,4313400
2022-02-07,145.300003,146.119995,144.220001,145.139999,144.037949,3877500
2022-02-08,144.740005,145.500000,142.300003,143.529999,142.440186,5829400
2022-02-09,146.110001,147.360001,145.669998,146.259995,145.149445,4551000
2022-02-10,143.960007,147.539993,143.850006,144.820007,143.720383,5142600
2022-02-11,144.759995,145.059998,139.559998,140.179993,139.115616,6710500
2022-02-14,140.080002,143.210007,139.789993,141.589996,140.514893,6841200
2022-02-15,144.220001,146.320007,144.100006,145.580002,144.474609,7820200
2022-02-16,145.020004,146.949997,144.610001,146.490005,145.377701,4817500
2022-02-17,145.539993,146.910004,142.639999,142.800003,141.715729,5202300
2022-02-18,143.369995,143.940002,141.809998,142.949997,141.864563,5177400
2022-02-22,141.589996,141.639999,136.160004,138.190002,137.140717,9604500
2022-02-23,139.660004,140.970001,136.509995,136.830002,135.791046,7636600
2022-02-24,133.000000,137.419998,130.929993,137.169998,136.128464,8417200
2022-02-25,138.130005,139.220001,136.190002,138.800003,137.746094,5424500
2022-02-28,137.059998,138.380005,135.039993,136.550003,135.513184,6613300
2022-03-01,136.720001,136.750000,131.149994,132.220001,131.216049,6534000
2022-03-02,132.979996,136.610001,132.770004,135.679993,134.649765,7743900
2022-03-03,136.740005,136.800003,133.449997,133.970001,132.952759,4576500
2022-03-04,132.509995,133.619995,130.699997,131.179993,130.481003,7084500
2022-03-07,131.000000,131.029999,124.169998,124.440002,123.776924,11383400
2022-03-08,125.239998,125.470001,120.800003,121.209999,120.564133,9089400
2022-03-09,127.379997,129.649994,126.629997,126.949997,126.273544,8845100
2022-03-10,124.019997,126.599998,124.000000,126.029999,125.358444,7167400
2022-03-11,127.010002,127.870003,122.510002,122.629997,121.976570,5882000
2022-03-14,121.529999,122.449997,116.750000,117.570000,116.943535,13884900
2022-03-15,119.839996,120.419998,117.750000,119.400002,118.763779,10431300
2022-03-16,122.849998,126.110001,121.930000,125.190002,124.522926,11100400
2022-03-17,124.940002,127.410004,123.699997,127.410004,126.731102,6845300
2022-03-18,126.849998,131.460007,126.699997,131.240005,130.540695,10350900
2022-03-21,129.720001,132.309998,128.619995,130.190002,129.496277,14388500
2022-03-22,137.279999,139.000000,132.990005,133.089996,132.380829,19731200
2022-03-23,132.639999,135.399994,131.199997,133.000000,132.291306,8068800
2022-03-24,133.750000,134.190002,131.199997,132.080002,131.376205,5853800
2022-03-25,133.050003,133.869995,131.710007,133.699997,132.987579,6287000
2022-03-28,133.759995,134.860001,132.169998,134.809998,134.091660,5804100
2022-03-29,137.850006,139.750000,136.949997,139.139999,138.398605,7275900
2022-03-30,138.979996,139.860001,137.559998,138.539993,137.801788,5545800
2022-03-31,137.830002,138.710007,134.500000,134.559998,133.842987,7206500
2022-04-01,134.449997,135.279999,132.750000,133.520004,132.808548,5807500
2022-04-04,133.050003,135.210007,132.860001,134.339996,133.624161,5307300
2022-04-05,134.039993,134.679993,132.020004,132.300003,131.595047,5707800
2022-04-06,130.050003,130.300003,126.330002,128.360001,127.676041,6961000
2022-04-07,127.430000,129.979996,127.089996,129.380005,128.690598,5320500
2022-04-08,129.440002,129.929993,127.879997,128.149994,127.467148,4877400
2022-04-11,125.099998,126.870003,124.320000,124.980003,124.314049,6365400
2022-04-12,125.199997,128.100006,124.339996,125.040001,124.373726,5146800
2022-04-13,125.040001,127.860001,125.040001,127.489998,126.810669,5119300
2022-04-14,129.080002,134.380005,128.889999,133.460007,132.748871,12811300
2022-04-18,132.000000,133.389999,130.309998,131.630005,130.928619,5298200
2022-04-19,133.089996,137.479996,132.779999,137.050003,136.319733,7346100
2022-04-20,137.960007,138.649994,135.660004,135.869995,135.146011,5309700
2022-04-21,138.550003,139.139999,135.080002,135.460007,134.738220,6562400
2022-04-22,134.330002,134.929993,128.710007,129.070007,128.382263,7321700
2022-04-25,127.800003,128.940002,124.849998,127.940002,127.258270,6512500
2022-04-26,126.949997,127.589996,120.480003,120.519997,119.877808,7977900
2022-04-27,121.089996,124.000000,121.089996,121.239998,120.593971,6007800
2022-04-28,123.169998,127.970001,122.599998,127.050003,126.373024,6551600
2022-04-29,126.220001,128.449997,124.250000,124.699997,124.035538,5867900
2022-05-02,124.430000,126.180000,122.800003,126.080002,125.408188,5428400
2022-05-03,125.019997,125.760002,120.220001,122.860001,122.205345,8201200
2022-05-04,122.540001,126.199997,120.080002,126.059998,125.388283,6924000
2022-05-05,124.110001,124.750000,116.519997,118.629997,117.997879,8411600
2022-05-06,113.739998,115.900002,110.660004,114.489998,113.879936,11237500
2022-05-09,112.970001,114.430000,110.589996,111.209999,110.617416,7506000
2022-05-10,113.029999,113.440002,108.349998,109.489998,108.906578,7526900
2022-05-11,110.699997,111.150002,107.589996,107.919998,107.344948,6611800
2022-05-12,105.180000,109.879997,105.000000,107.900002,107.325058,10245400
2022-05-13,110.260002,113.110001,108.669998,113.010002,112.407829,9618800
2022-05-16,112.980003,113.440002,111.559998,112.599998,112.000015,5722500
2022-05-17,115.500000,117.099998,113.070000,115.900002,115.282433,6026100
2022-05-18,112.500000,113.360001,108.779999,109.370003,108.787224,8188300
2022-05-19,108.949997,109.110001,106.279999,106.440002,105.872841,7702000
2022-05-20,108.669998,109.690002,105.070000,108.000000,107.424522,7621900
2022-05-23,107.470001,108.750000,105.820000,108.629997,108.051163,7136400
2022-05-24,107.110001,107.989998,104.730003,107.290001,106.718307,6023400
2022-05-25,103.459999,108.889999,103.459999,108.199997,107.623451,7158800
2022-05-26,110.000000,113.500000,110.000000,112.940002,112.338196,6520300
2022-05-27,114.220001,116.010002,114.010002,115.989998,115.371941,5043000
2022-05-31,117.500000,119.790001,114.449997,118.849998,118.216705,13774600
2022-06-01,119.830002,120.750000,117.610001,118.680000,118.047615,5543100
2022-06-02,119.510002,123.580002,119.260002,123.410004,122.752419,5838100
2022-06-03,120.209999,122.540001,120.000000,120.949997,120.603584,5201500
2022-06-06,121.500000,122.139999,119.430000,120.230003,119.885651,3963400
2022-06-07,118.660004,121.970001,118.459999,121.669998,121.321518,5373600
2022-06-08,120.900002,123.820000,120.449997,122.400002,122.049431,4365800
2022-06-09,121.349998,122.029999,118.589996,118.599998,118.260315,3892600
2022-06-10,117.089996,117.089996,114.260002,114.730003,114.401405,6292600
2022-06-13,110.389999,112.019997,109.239998,110.440002,110.123688,6423100
2022-06-14,110.370003,111.889999,110.010002,110.720001,110.402885,4548400
2022-06-15,112.160004,114.720001,111.209999,113.440002,113.115097,4828700
2022-06-16,109.510002,109.900002,105.720001,107.120003,106.813194,7384800
2022-06-17,106.150002,108.550003,105.849998,107.339996,107.032562,10256800
2022-06-21,108.459999,109.820000,108.040001,108.680000,108.368729,6211400
2022-06-22,105.400002,106.900002,104.610001,104.919998,104.619492,9884000
2022-06-23,105.010002,108.099998,104.410004,108.000000,107.690674,8898400
2022-06-24,109.930000,112.940002,109.610001,112.910004,112.586617,10463700
2022-06-27,112.239998,113.209999,109.839996,110.500000,110.183517,12644700
2022-06-28,108.199997,114.050003,102.480003,102.779999,102.485626,31296500
2022-06-29,102.989998,105.610001,101.529999,103.250000,102.954277,10326600
2022-06-30,101.940002,103.379997,100.779999,102.199997,101.907280,9027400
2022-07-01,101.639999,102.500000,99.529999,101.180000,100.890205,7934300
2022-07-05,100.449997,104.379997,100.110001,104.320000,104.021217,9948800
2022-07-06,104.889999,105.720001,103.449997,104.230003,103.931473,6432900
2022-07-07,105.650002,108.279999,105.269997,108.129997,107.820297,7633900
2022-07-08,106.580002,108.610001,106.510002,107.930000,107.620872,5938600
2022-07-11,106.599998,107.089996,104.870003,105.110001,104.808952,4935200
2022-07-12,105.010002,105.860001,103.150002,103.760002,103.462822,6017400
2022-07-13,101.940002,105.879997,101.559998,105.110001,104.808952,5299400
2022-07-14,103.110001,103.800003,101.849998,103.220001,102.924370,6951300
2022-07-15,104.760002,105.620003,103.930000,104.699997,104.400124,7862000
2022-07-18,106.190002,106.680000,103.680000,103.940002,103.642303,6834800
2022-07-19,105.599998,109.580002,105.430000,109.190002,108.877266,8973900
2022-07-20,109.220001,111.629997,108.870003,111.110001,110.791771,5884600
2022-07-21,110.370003,111.669998,110.070000,111.620003,111.300308,4291400
2022-07-22,111.930000,111.930000,108.750000,109.120003,108.807472,6039300
2022-07-25,109.610001,109.610001,107.680000,109.279999,108.967010,5079500
2022-07-26,107.480003,107.930000,104.570000,105.199997,104.898689,8459500
2022-07-27,106.300003,108.379997,105.750000,107.860001,107.551079,7437000
2022-07-28,109.430000,112.400002,108.029999,112.230003,111.908562,6773500
2022-07-29,112.760002,115.209999,111.500000,114.919998,114.590851,7560000
2022-08-01,114.000000,115.550003,113.250000,114.300003,113.972633,4802900
2022-08-02,113.570000,113.779999,111.669998,111.769997,111.449875,6334400
2022-08-03,113.419998,115.099998,112.580002,114.279999,113.952690,5986500
2022-08-04,114.639999,115.349998,113.830002,114.480003,114.152115,4332000
2022-08-05,112.790001,114.300003,112.570000,113.870003,113.543861,4162200
2022-08-08,114.000000,115.580002,113.309998,114.000000,113.673492,6071600
2022-08-09,111.320000,111.750000,108.820000,110.110001,109.794632,7377600
2022-08-10,113.239998,113.830002,111.860001,113.139999,112.815956,6951800
2022-08-11,114.879997,116.750000,113.730003,114.099998,113.773201,5582100
2022-08-12,114.389999,116.129997,113.769997,116.070000,115.737564,4407900
2022-08-15,115.449997,116.580002,114.849998,116.320000,115.986847,4279000
2022-08-16,115.940002,118.470001,115.809998,118.059998,117.721863,6189800
2022-08-17,116.769997,117.980003,116.410004,117.040001,116.704781,5108400
2022-08-18,116.000000,116.680000,115.300003,116.010002,115.677734,4750200
2022-08-19,115.500000,115.650002,113.029999,113.160004,112.835899,5967600
2022-08-22,111.019997,111.680000,109.839996,110.339996,110.023972,5802900
2022-08-23,110.839996,112.830002,110.570000,110.680000,110.362999,4806700
2022-08-24,110.680000,112.430000,110.019997,111.410004,111.090912,4769000
2022-08-25,111.900002,113.339996,111.389999,113.220001,112.895729,5433700
2022-08-26,113.309998,113.730003,108.230003,108.279999,107.969872,6203600
2022-08-29,106.809998,108.540001,106.440002,107.879997,107.571014,4132400
2022-08-30,108.970001,110.080002,107.129997,107.860001,107.551079,5129500
2022-08-31,107.959999,108.010002,105.809998,106.449997,106.145111,8884800
2022-09-01,105.800003,106.550003,103.800003,106.489998,106.184998,5590800
2022-09-02,107.459999,108.150002,105.050003,105.739998,105.739998,7763800
2022-09-06,105.440002,106.410004,103.680000,105.150002,105.150002,9158900
2022-09-07,105.080002,108.559998,105.000000,108.480003,108.480003,7238300
2022-09-08,107.000000,108.790001,106.080002,108.730003,108.730003,5628300
2022-09-09,109.379997,111.690002,109.300003,110.970001,110.970001,5171500
2022-09-12,111.379997,113.360001,111.379997,112.379997,112.379997,4836900
2022-09-13,108.839996,108.910004,105.440002,105.720001,105.720001,5955600
2022-09-14,106.129997,107.360001,105.150002,107.000000,107.000000,4888700
2022-09-15,106.150002,108.139999,104.830002,105.500000,105.500000,6598900
2022-09-16,104.070000,105.290001,103.250000,104.120003,104.120003,8000800
2022-09-19,103.690002,107.370003,103.330002,107.209999,107.209999,5162300
2022-09-20,103.820000,104.440002,101.709999,102.419998,102.419998,10006600
2022-09-21,102.669998,103.629997,99.769997,99.790001,99.790001,6279300
2022-09-22,99.790001,100.209999,97.830002,98.550003,98.550003,9638800
2022-09-23,96.919998,97.540001,95.339996,97.019997,97.019997,9026500
2022-09-26,96.089996,97.730003,95.709999,96.059998,96.059998,8521600
2022-09-27,97.070000,97.739998,95.000000,96.290001,96.290001,9890300
2022-09-28,97.110001,99.430000,96.760002,98.699997,98.699997,9423300
2022-09-29,98.110001,98.110001,94.480003,95.330002,95.330002,19339200
2022-09-30,83.300003,86.199997,82.500000,83.120003,83.120003,48176100
2022-10-03,83.129997,86.470001,82.220001,85.400002,85.400002,19108200
2022-10-04,87.699997,89.070000,87.110001,88.639999,88.639999,15114800
2022-10-05,87.489998,91.699997,87.150002,91.099998,91.099998,12732700
2022-10-06,90.489998,92.639999,89.809998,90.169998,90.169998,9951900
2022-10-07,88.540001,88.760002,86.690002,87.160004,87.160004,8554700
2022-10-10,87.760002,87.779999,85.070000,86.690002,86.690002,7991200
2022-10-11,86.040001,88.250000,85.750000,87.989998,87.989998,11903200
2022-10-12,88.000000,88.879997,87.309998,88.510002,88.510002,8772900
2022-10-13,86.389999,89.809998,86.050003,89.559998,89.559998,9335000
2022-10-14,90.510002,90.879997,87.489998,87.550003,87.550003,7811700
2022-10-17,89.529999,90.690002,88.699997,89.970001,89.970001,8451900
2022-10-18,92.599998,92.910004,89.150002,89.680000,89.680000,7364700
2022-10-19,88.260002,89.739998,87.760002,88.570000,88.570000,5102000
2022-10-20,89.470001,90.580002,86.610001,86.830002,86.830002,13500000
2022-10-21,87.019997,88.779999,86.709999,88.500000,88.500000,7976300
2022-10-24,87.790001,88.839996,86.239998,88.010002,88.010002,8847100
2022-10-25,88.029999,91.930000,87.889999,91.720001,91.720001,8639900
2022-10-26,90.779999,94.349998,90.699997,92.389999,92.389999,8648200
2022-10-27,92.879997,93.480003,90.220001,90.540001,90.540001,8617900
2022-10-28,91.199997,93.879997,90.459999,93.830002,93.830002,6022400
2022-10-31,93.000000,93.889999,92.680000,92.680000,92.680000,6426400
2022-11-01,95.690002,96.459999,92.970001,93.769997,93.769997,7250700
2022-11-02,93.129997,94.440002,90.190002,90.300003,90.300003,7176600
2022-11-03,89.970001,91.610001,88.720001,90.400002,90.400002,6550300
2022-11-04,94.449997,98.230003,93.949997,95.790001,95.790001,12543300
2022-11-07,96.309998,96.870003,92.669998,93.440002,93.440002,9094500
2022-11-08,94.440002,96.029999,92.940002,93.750000,93.750000,7017800
2022-11-09,92.669998,93.900002,91.959999,92.099998,92.099998,6550900
2022-11-10,96.330002,99.680000,96.230003,99.489998,99.489998,9361000
2022-11-11,100.309998,107.209999,100.139999,106.089996,106.089996,12595600
2022-11-14,105.199997,106.440002,104.320000,104.389999,104.389999,7134900
2022-11-15,107.989998,109.309998,105.529999,106.709999,106.709999,7242900
2022-11-16,105.250000,106.599998,104.769997,105.230003,105.230003,5998700
2022-11-17,104.110001,105.400002,102.919998,105.360001,105.360001,5252900
2022-11-18,107.629997,107.720001,104.169998,105.419998,105.419998,5498400
2022-11-21,104.610001,105.480003,103.599998,103.830002,103.830002,4774800
2022-11-22,104.620003,106.160004,103.839996,105.970001,105.970001,5313200
2022-11-23,106.000000,106.980003,105.230003,106.650002,106.650002,3873100
2022-11-25,106.449997,107.180000,105.559998,105.959999,105.959999,3426100
2022-11-28,105.250000,106.300003,104.650002,104.959999,104.959999,6967400
2022-11-29,105.370003,106.820000,105.120003,106.250000,106.250000,8494400
2022-11-30,107.080002,109.690002,105.449997,109.690002,109.690002,16250000
